"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","headquarters","state","title.company","position","rank","net_worth.millions","is.government","url.bio.forbes","url.image"
"67",2001,"Billionaires","Edward Johnson",NA,0,NA,"","Finance",NA,"United States",2018-02-13 23:10:01,7990.634,205,205,"//specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/416x416.jpg?background=000000&cropX1=105&cropX2=617&cropY1=163&cropY2=675","MA","Massachusetts",NA,105,79,4600,FALSE,"http://www.forbes.com/profile/edward-johnson-iii","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"68",2001,"Billionaires","Spiro Latsis",NA,-31.005,NA,"",NA,NA,"Greece",2018-02-13 23:10:01,3209.515,733,733,"//specials-images.forbesimg.com/imageserve/58a1eacb4bbe6f0e5586ab55/416x416.jpg?background=000000&cropX1=92&cropX2=744&cropY1=0&cropY2=653",NA,"",NA,106,79,4600,FALSE,"http://www.forbes.com/profile/spiro-latsis","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"69",2001,"Billionaires","Michael Bloomberg",NA,0,NA,"","Media",NA,"United States",2018-02-13 23:10:01,51570.898,11,11,"//specials-images.forbesimg.com/imageserve/58c1d278a7ea431f321add1f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=40&cropY2=784","NY","New York",NA,108,82,4500,FALSE,"http://www.forbes.com/profile/michael-bloomberg","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"70",2001,"Billionaires","Masatoshi Ito",NA,25.265,NA,"","Retail",NA,"Japan",2018-02-13 23:10:01,3885.187,576,576,"//specials-images.forbesimg.com/imageserve/9a1adba9e6b474399573d48ba6ef713a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775",NA,"",NA,110,82,4500,FALSE,"http://www.forbes.com/profile/masatoshi-ito","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"71",2001,"Billionaires","Lorenzo Mendoza",NA,NA,NA,"","Beverages",NA,"Venezuela",2011-07-01 16:58:06,NA,NA,NA,NA,NA,"",NA,112,82,4500,FALSE,"http://www.forbes.com/profile/lorenzo-mendoza","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"72",2001,"Billionaires","Pierre Omidyar",NA,-31.763,NA,"",NA,NA,"United States",2018-02-13 23:10:01,10549.087,149,149,"//specials-images.forbesimg.com/imageserve/59d57e6f4bbe6f37dda002ba/416x416.jpg?background=000000&cropX1=123&cropX2=1302&cropY1=83&cropY2=1263","NV","Nevada",NA,114,82,4500,FALSE,"http://www.forbes.com/profile/pierre-omidyar","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"73",2001,"Billionaires","Nicky Oppenheimer",NA,4.872,NA,"",NA,NA,"South Africa",2018-02-13 23:10:01,7693.209,212,212,"//specials-images.forbesimg.com/imageserve/58a07d86a7ea431f32195552/416x416.jpg?background=000000&cropX1=159&cropX2=592&cropY1=695&cropY2=1128",NA,"",NA,115,82,4500,FALSE,"http://www.forbes.com/profile/nicky-oppenheimer","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"74",2001,"Billionaires","Zhang Zhidong","Zhang",478.686,46,"internet media","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817",NA,"Guangdong","Cofounder, Tencent Holdings",86,86,16163.551,FALSE,"http://www.forbes.com/profile/zhang-zhidong","http://i.forbesimg.com/media/lists/people/zhang-zhidong_200x200.jpg"
"75",2001,"Billionaires","James, Arthur &#38; John Irving",NA,0,NA,"","Investments",NA,"Canada",2018-02-13 23:10:01,8270.643,191,191,NA,NA,"",NA,116,90,4400,FALSE,"http://www.forbes.com/profile/james-irving-1","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"76",2001,"Billionaires","Lee Bass",NA,-1.428,NA,"","Oil",NA,"United States",2018-02-13 23:10:01,2507.97,964,964,"http://specials-images.forbesimg.com/imageserve/db064336a2edd9c66daa21ddc22a8695/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768","TX","Texas",NA,118,92,4300,FALSE,"http://www.forbes.com/profile/lee-bass","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"77",2001,"Billionaires","Phil Knight","Knight",-37.597,79,"","Fashion and Retail","M","United States",2018-02-13 23:10:01,29774.262,27,27,"//specials-images.forbesimg.com/imageserve/59d50db3a7ea436b47b36d8f/416x416.jpg?background=000000&cropX1=1237&cropX2=3357&cropY1=380&cropY2=2499","OR","Oregon",NA,120,92,4300,FALSE,"http://www.forbes.com/profile/phil-knight","http://i.forbesimg.com/media/lists/people/phil-knight_200x200.jpg"
"78",2001,"Billionaires","Micky Arison","Arison",-1.78,68,"","Service","M","United States",2018-02-13 23:10:01,9857.897,159,159,"//specials-images.forbesimg.com/imageserve/59d57f6431358e542c0356b3/416x416.jpg?background=000000&cropX1=177&cropX2=1060&cropY1=178&cropY2=1062","FL","Florida",NA,122,96,4100,FALSE,"http://www.forbes.com/profile/micky-arison","http://i.forbesimg.com/media/lists/people/micky-arison_200x200.jpg"
"79",2001,"Billionaires","Donald Bren",NA,0,NA,"","Real Estate",NA,"United States",2018-02-13 23:10:01,16265.953,85,85,"//specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556","CA","California",NA,125,98,4000,FALSE,"http://www.forbes.com/profile/donald-bren","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"80",2001,"Billionaires","Erivan Haub",NA,10.883,NA,"","Retail",NA,"Germany",2018-02-13 23:10:01,6405.581,279,279,"//specials-images.forbesimg.com/imageserve/58a1d0cd4bbe6f0e5586a702/416x416.jpg?background=000000&cropX1=60&cropX2=694&cropY1=93&cropY2=728",NA,"",NA,126,98,4000,FALSE,"http://www.forbes.com/profile/erivan-haub","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"81",2001,"Billionaires","Ty Warner",NA,0,NA,"","Manufacturing",NA,"United States",2018-02-13 23:10:01,2728.765,874,874,"//specials-images.forbesimg.com/imageserve/8ee60287ddfbb68f562a1f22fb88f721/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=27&cropY2=771","IL","Illinois",NA,128,98,4000,FALSE,"http://www.forbes.com/profile/ty-warner","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"82",2001,"Billionaires","Galen Weston",NA,-54.221,NA,"","Retail",NA,"Canada",2018-02-13 23:10:01,9522.567,166,166,"//specials-images.forbesimg.com/imageserve/589ccc92a7ea431f3219247f/416x416.jpg?background=000000&cropX1=137&cropX2=744&cropY1=108&cropY2=716",NA,"",NA,129,98,4000,FALSE,"http://www.forbes.com/profile/galen-weston","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"83",2001,"Billionaires","Sid Bass",NA,-3.96,NA,"","Oil",NA,"United States",2018-02-13 23:10:01,3317.9,699,699,"//specials-images.forbesimg.com/imageserve/480c54a2945f8faefb9d7ecc7c558370/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827","TX","Texas",NA,130,104,3800,FALSE,"http://www.forbes.com/profile/sid-bass","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"84",2001,"Billionaires","Jon Huntsman","Huntsman",NA,80,"",NA,"M","United States",2012-05-15 21:27:02,NA,NA,NA,NA,"UT","Utah",NA,131,104,3800,FALSE,"http://www.forbes.com/profile/jon-huntsman-sr","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"85",2001,"Billionaires","Leonard Lauder",NA,39.395,NA,"",NA,NA,"United States",2018-02-13 23:10:01,13115.396,111,111,"//specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713","NY","New York",NA,132,104,3800,FALSE,"http://www.forbes.com/profile/leonard-lauder","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"86",2001,"Billionaires","Henry Ross Perot Sr","Perot",0,87,"","Technology","M","United States",2018-02-13 23:10:01,4132.255,530,530,"//specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792","TX","Texas",NA,133,104,3800,FALSE,"http://www.forbes.com/profile/h-ross-perot-sr","http://i.forbesimg.com/media/lists/people/h-ross-perot-sr_200x200.jpg"
"87",2001,"Billionaires","Shari Arison",NA,11.82,NA,"",NA,NA,"Israel",2018-02-13 23:10:01,5571.156,348,348,"//specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760",NA,"",NA,135,109,3700,FALSE,"http://www.forbes.com/profile/shari-arison","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"88",2001,"Billionaires","Carl Icahn",NA,-5.881,NA,"","Finance",NA,"United States",2018-02-13 23:10:01,16801.978,78,78,"//specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=74&cropX2=744&cropY1=74&cropY2=744","NY","New York",NA,136,109,3700,FALSE,"http://www.forbes.com/profile/carl-icahn","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"89",2001,"Billionaires","Mehmet Emin Karamehmet",NA,NA,NA,"",NA,NA,"Turkey",2011-07-01 16:51:38,NA,NA,NA,NA,NA,"",NA,137,109,3700,FALSE,"http://www.forbes.com/profile/mehmet-emin-karamehmet","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"90",2001,"Billionaires","Robert Kuok",NA,10.748,NA,"",NA,NA,"Malaysia",2018-02-13 23:10:01,14932.125,98,98,"//specials-images.forbesimg.com/imageserve/5e8301a2b1b31dbbfe65f3484b2cb865/416x416.jpg?background=000000&cropX1=101&cropX2=681&cropY1=68&cropY2=648",NA,"",NA,138,109,3700,FALSE,"http://www.forbes.com/profile/robert-kuok","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"91",2001,"Billionaires","Antonio Ermirio de Moraes",NA,NA,NA,"",NA,NA,"Brazil",2011-07-01 17:18:11,NA,NA,NA,NA,NA,"",NA,142,116,3500,FALSE,"http://www.forbes.com/profile/antonio-ermirio-de-moraes","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"92",2001,"Billionaires","Craig McCaw","McCaw",-1.707,68,"","Media","M","United States",2018-02-13 23:10:01,1744.141,1350,1350,NA,"WA","Washington",NA,144,116,3500,FALSE,"http://www.forbes.com/profile/craig-mccaw","http://i.forbesimg.com/media/lists/people/craig-mccaw_200x200.jpg"
"93",2001,"Billionaires","Kazuo Okada",NA,30.099,NA,"","Manufacturing",NA,"Japan",2018-02-13 23:10:01,3066.927,776,776,"//specials-images.forbesimg.com/imageserve/58de71ec31358e58f079f65c/416x416.jpg?background=000000&cropX1=124&cropX2=568&cropY1=60&cropY2=505",NA,"",NA,146,116,3500,FALSE,"http://www.forbes.com/profile/kazuo-okada","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"94",2001,"Billionaires","Stephan Schmidheiny",NA,0,NA,"","Investments",NA,"Switzerland",2018-02-13 23:10:01,2500,967,967,"//specials-images.forbesimg.com/imageserve/58a2932931358e1a35ab549d/416x416.jpg?background=000000&cropX1=76&cropX2=715&cropY1=95&cropY2=735",NA,"",NA,148,116,3500,FALSE,"http://www.forbes.com/profile/stephan-schmidheiny","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"95",2001,"Billionaires","Reinhold Wurth",NA,0,NA,"",NA,NA,"Germany",2018-02-13 23:10:01,13757.967,107,107,"//specials-images.forbesimg.com/imageserve/58a1e528a7ea431f32196753/416x416.jpg?background=000000&cropX1=148&cropX2=710&cropY1=15&cropY2=577",NA,"",NA,149,116,3500,FALSE,"http://www.forbes.com/profile/reinhold-wuerth","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"96",2001,"Billionaires","Charles Bronfman",NA,0,NA,"","Beverages",NA,"Canada",2018-02-13 23:10:01,2379.3,1028,1028,"//specials-images.forbesimg.com/imageserve/589cc7d74bbe6f0e5586648c/416x416.jpg?background=000000&cropX1=229&cropX2=527&cropY1=81&cropY2=379",NA,"",NA,151,124,3400,FALSE,"http://www.forbes.com/profile/charles-bronfman","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"97",2001,"Billionaires","David Geffen",NA,26.25,NA,"","Media",NA,"United States",2018-02-13 23:10:01,8147.629,196,196,"//specials-images.forbesimg.com/imageserve/55fa03a6e4b0ffa7afe4ac43/416x416.jpg?background=000000&cropX1=34&cropX2=743&cropY1=105&cropY2=814","CA","California",NA,152,124,3400,FALSE,"http://www.forbes.com/profile/david-geffen","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"98",2001,"Billionaires","Ann Walton Kroenke",NA,78.65,NA,"","Retail",NA,"United States",2018-02-13 23:10:01,6697.9,260,260,"http://specials-images.forbesimg.com/imageserve/d5242b8b4379e926c18797a1c2138840/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044","MO","Missouri",NA,153,124,3400,FALSE,"http://www.forbes.com/profile/ann-walton-kroenke","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"99",2001,"Billionaires","Edgar Bronfman",NA,NA,NA,"","Manufacturing",NA,"United States",2011-07-01 17:10:40,NA,NA,NA,NA,"NY","New York",NA,156,130,3300,FALSE,"http://www.forbes.com/profile/edgar-bronfman","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"100",2001,"Billionaires","Martin Ebner","Ebner",-27.796,72,NA,"Finance and Investments","M","Switzerland",2018-02-13 23:10:01,3258.102,719,719,"//specials-images.forbesimg.com/imageserve/58a29179a7ea431f321976a5/416x416.jpg?background=000000&cropX1=172&cropX2=665&cropY1=50&cropY2=543",NA,NA,NA,157,130,3300,FALSE,"http://www.forbes.com/profile/martin-ebner","http://i.forbesimg.com/media/lists/people/martin-ebner_200x200.jpg"
"101",2001,"Billionaires","Amos Hostetter",NA,6.089,NA,"","Media",NA,"United States",2018-02-13 23:10:01,3322.367,697,697,"//specials-images.forbesimg.com/imageserve/5a82140aa7ea4316901357de/416x416.jpg?background=000000&cropX1=0&cropX2=1205&cropY1=546&cropY2=1752","MA","Massachusetts",NA,158,130,3300,FALSE,"http://www.forbes.com/profile/amos-hostetter-jr","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"102",2001,"Billionaires","Eitaro Itoyama",NA,NA,NA,"",NA,NA,"Japan",2011-07-01 17:49:54,NA,NA,NA,NA,NA,"",NA,159,130,3300,FALSE,"http://www.forbes.com/profile/eitaro-itoyama","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"103",2001,"Billionaires","Ryoichi Jinnai",NA,NA,NA,"","Finance",NA,"Japan",2011-07-01 17:38:29,NA,NA,NA,NA,NA,"",NA,160,130,3300,FALSE,"http://www.forbes.com/profile/ryoichi-jinnai","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"104",2001,"Billionaires","Bernard Marcus","Marcus",-8.5,88,"","Fashion and Retail","M","United States",2018-02-13 23:10:01,5077,390,390,"http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=37&cropX2=744&cropY1=56&cropY2=763","GA","Georgia",NA,161,130,3300,FALSE,"http://www.forbes.com/profile/bernard-marcus","http://i.forbesimg.com/media/lists/people/bernard-marcus_200x200.jpg"
"105",2001,"Billionaires","Akira Mori",NA,0,NA,"","Real Estate",NA,"Japan",2018-02-13 23:10:01,6315.302,286,286,"//specials-images.forbesimg.com/imageserve/58de6faf4bbe6f1aff454764/416x416.jpg?background=000000&cropX1=2&cropX2=743&cropY1=232&cropY2=973",NA,"",NA,162,130,3300,FALSE,"http://www.forbes.com/profile/akira-mori","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"106",2001,"Billionaires","Ronald Perelman",NA,26.175,NA,"","Finance",NA,"United States",2018-02-13 23:10:01,9825.851,160,160,"//specials-images.forbesimg.com/imageserve/58c1d58c4bbe6f0e55884b42/416x416.jpg?background=000000&cropX1=155&cropX2=617&cropY1=37&cropY2=499","NY","New York",NA,163,130,3300,FALSE,"http://www.forbes.com/profile/ronald-perelman","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"107",2001,"Billionaires","Xu Shihui & family","Xu",133.94,60,"snacks, beverages","Food and Beverage","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484",NA,"Fujian","Chairman, Dali Foods Group Co.",137,137,11563.735,FALSE,"http://www.forbes.com/profile/xu-shihui","http://i.forbesimg.com/media/lists/people/xu-shihui_200x200.jpg"
"108",2001,"Billionaires","Doris Fisher",NA,26.887,NA,"","Retail",NA,"United States",2018-02-13 23:10:01,2839.435,840,840,"//specials-images.forbesimg.com/imageserve/8f509677141935bbb172e12367d1e853/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=106&cropY2=850","CA","California",NA,165,138,3200,FALSE,"http://www.forbes.com/profile/doris-fisher","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"109",2001,"Billionaires","Philippe Foriel-Destezet",NA,-1.493,NA,"",NA,NA,"France",2018-02-13 23:10:01,2927.153,819,819,"//specials-images.forbesimg.com/imageserve/58a1c153a7ea431f3219630d/416x416.jpg?background=000000&cropX1=0&cropX2=680&cropY1=52&cropY2=732",NA,"",NA,166,138,3200,FALSE,"http://www.forbes.com/profile/philippe-foriel-destezet","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"110",2001,"Billionaires","Karl-Heinz Kipp",NA,NA,NA,"","Retail",NA,"Germany",2011-07-01 16:58:08,NA,NA,NA,NA,NA,"",NA,167,138,3200,FALSE,"http://www.forbes.com/profile/karl-heinz-kipp","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"111",2001,"Billionaires","Charles Koch",NA,0,NA,"","Oil",NA,"United States",2018-02-13 23:10:01,60919.077,8,8,"//specials-images.forbesimg.com/imageserve/5638b4b5e4b0ffa7afe69a7f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=53&cropY2=797","KS","Kansas",NA,168,138,3200,FALSE,"http://www.forbes.com/profile/charles-koch","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"112",2001,"Billionaires","David Koch",NA,0,NA,"","Oil",NA,"United States",2018-02-13 23:10:01,60919.077,8,9,"//specials-images.forbesimg.com/imageserve/59d508fd31358e542c034f02/416x416.jpg?background=000000&cropX1=565&cropX2=1788&cropY1=175&cropY2=1397","KS","Kansas",NA,169,138,3200,FALSE,"http://www.forbes.com/profile/david-koch","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"113",2001,"Billionaires","Ronald Lauder",NA,3.195,NA,"",NA,NA,"United States",2018-02-13 23:10:01,4007.956,556,556,"//specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317","NY","New York",NA,170,138,3200,FALSE,"http://www.forbes.com/profile/ronald-lauder","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"114",2001,"Billionaires","Lester Crown","Crown",NA,92,"","Investments","M","United States",2012-05-15 21:27:57,NA,NA,NA,NA,"IL","Illinois",NA,174,146,3100,FALSE,"http://www.forbes.com/profile/crown","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"115",2001,"Billionaires","Ennio Doris",NA,-80.823,NA,"","Insurance",NA,"Italy",2018-02-13 23:10:01,2865.421,830,830,"//specials-images.forbesimg.com/imageserve/589f872a31358e1a35ab2ba4/416x416.jpg?background=000000&cropX1=98&cropX2=610&cropY1=185&cropY2=697",NA,"",NA,175,146,3100,FALSE,"http://www.forbes.com/profile/ennio-doris","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"116",2001,"Billionaires","William Wrigley",NA,0.004,NA,"","Food",NA,"United States",2018-02-13 23:10:01,2757.556,866,866,"//specials-images.forbesimg.com/imageserve/45ec5a02aaab4aaeb2d03a35d0d3e1b8/416x416.jpg?background=000000&cropX1=0&cropX2=2000&cropY1=506&cropY2=2507","IL","Illinois",NA,176,146,3100,FALSE,"http://www.forbes.com/profile/william-wrigley-jr","http://i.forbesimg.com/media/lists/people/william-wrigley-jr_200x200.jpg"
"117",2001,"Billionaires","Emilio Azcarraga Jean",NA,-10.471,NA,"","Media",NA,"Mexico",2018-02-13 23:10:01,1733.974,1358,1358,"//specials-images.forbesimg.com/imageserve/589fd40f31358e1a35ab2cef/416x416.jpg?background=000000&cropX1=267&cropX2=699&cropY1=179&cropY2=611",NA,"",NA,177,151,3000,FALSE,"http://www.forbes.com/profile/emilio-azcarraga-jean","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"118",2001,"Billionaires","Robert Bass",NA,-1.392,NA,"","Investments",NA,"United States",2018-02-13 23:10:01,4885.309,418,418,"//specials-images.forbesimg.com/imageserve/59d67a6d31358e542c036094/416x416.jpg?background=000000&cropX1=491&cropX2=1750&cropY1=525&cropY2=1784","TX","Texas",NA,178,151,3000,FALSE,"http://www.forbes.com/profile/robert-bass","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
